name,hidden_dim,hidden_layers,lr,beta,epochs,mse,mae,final_loss
baseline,32,2,0.001,1.0,500,2312.835799353699,37.17349109851139,7675.341796875
larger_hidden_dim,64,2,0.001,1.0,500,1356.6846826524488,26.11175130042485,4673.68994140625
lower_lr,32,2,0.0005,1.0,500,2805.7744428749893,40.8428274840365,8990.447265625
higher_pde_weight,32,2,0.001,10.0,500,2328.645204913387,38.034021504300696,7752.43994140625
